,national_id,main_name,hp,attack,defense,spatk,spdef,speed,count_form
573,573,Glaceon,65,60,110,130,95,65,1
574,574,Gliscor,75,95,125,45,75,95,1
575,575,Mamoswine,110,130,80,70,60,80,1
576,576,Porygon-Z,85,80,70,135,75,90,1
577,577,Gallade,68,125,65,65,115,80,2
578,578,Mega Gallade,68,165,95,65,115,110,2
579,579,Probopass,60,55,145,75,150,40,1
580,580,Dusknoir,45,100,135,65,135,45,1
581,581,Froslass,70,80,70,80,70,110,1
582,582,Rotom,50,50,77,95,77,91,6
583,583,Heat Rotom,50,65,107,105,107,86,6
584,584,Wash Rotom,50,65,107,105,107,86,6
585,585,Frost Rotom,50,65,107,105,107,86,6
586,586,Fan Rotom,50,65,107,105,107,86,6
587,587,Mow Rotom,50,65,107,105,107,86,6
588,588,Uxie,75,75,130,75,130,95,1
589,589,Mesprit,80,105,105,105,105,80,1
590,590,Azelf,75,125,70,125,70,115,1
591,591,Dialga,100,120,120,150,100,90,2
592,592,Origin Forme,100,100,120,150,120,90,2
593,593,Palkia,90,120,100,150,120,100,2
594,594,Origin Forme,90,100,100,150,120,120,2
595,595,Heatran,91,90,106,130,106,77,1
596,596,Regigigas,110,160,110,80,110,100,1
597,597,Altered Forme,150,100,120,100,120,90,2
598,598,Origin Forme,150,120,100,120,100,90,2
599,599,Cresselia,120,70,110,75,120,85,1
600,600,Phione,80,80,80,80,80,80,1
601,601,Manaphy,100,100,100,100,100,100,1
602,602,Darkrai,70,90,90,135,90,125,1
603,603,Land Forme,100,100,100,100,100,100,2
604,604,Sky Forme,100,103,75,120,75,127,2
605,605,Arceus,120,120,120,120,120,120,1
606,606,Victini,100,100,100,100,100,100,1
607,607,Snivy,45,45,55,45,55,63,1
608,608,Servine,60,60,75,60,75,83,1
609,609,Serperior,75,75,95,75,95,113,1
610,610,Tepig,65,63,45,45,45,45,1
611,611,Pignite,90,93,55,70,55,55,1
612,612,Emboar,110,123,65,100,65,65,1
613,613,Oshawott,55,55,45,63,45,45,1
614,614,Dewott,75,75,60,83,60,60,1
615,615,Samurott,95,100,85,108,70,70,2
616,616,Hisuian Samurott,90,108,80,100,65,85,2
617,617,Patrat,45,55,39,35,39,42,1
618,618,Watchog,60,85,69,60,69,77,1
619,619,Lillipup,45,60,45,25,45,55,1
620,620,Herdier,65,80,65,35,65,60,1
621,621,Stoutland,85,110,90,45,90,80,1
622,622,Purrloin,41,50,37,50,37,66,1
623,623,Liepard,64,88,50,88,50,106,1
624,624,Pansage,50,53,48,53,48,64,1
625,625,Simisage,75,98,63,98,63,101,1
626,626,Pansear,50,53,48,53,48,64,1
627,627,Simisear,75,98,63,98,63,101,1
628,628,Panpour,50,53,48,53,48,64,1
629,629,Simipour,75,98,63,98,63,101,1
630,630,Munna,76,25,45,67,55,24,1
631,631,Musharna,116,55,85,107,95,29,1
632,632,Pidove,50,55,50,36,30,43,1
633,633,Tranquill,62,77,62,50,42,65,1
634,634,Unfezant,80,115,80,65,55,93,1
635,635,Blitzle,45,60,32,50,32,76,1
636,636,Zebstrika,75,100,63,80,63,116,1
637,637,Roggenrola,55,75,85,25,25,15,1
638,638,Boldore,70,105,105,50,40,20,1
639,639,Gigalith,85,135,130,60,80,25,1
640,640,Woobat,65,45,43,55,43,72,1
641,641,Swoobat,67,57,55,77,55,114,1
642,642,Drilbur,60,85,40,30,45,68,1
643,643,Excadrill,110,135,60,50,65,88,1
644,644,Audino,103,60,86,60,86,50,2
645,645,Mega Audino,103,60,126,80,126,50,2
646,646,Timburr,75,80,55,25,35,35,1
647,647,Gurdurr,85,105,85,40,50,40,1
648,648,Conkeldurr,105,140,95,55,65,45,1
649,649,Tympole,50,50,40,50,40,64,1
650,650,Palpitoad,75,65,55,65,55,69,1
651,651,Seismitoad,105,95,75,85,75,74,1
652,652,Throh,120,100,85,30,85,45,1
653,653,Sawk,75,125,75,30,75,85,1
654,654,Sewaddle,45,53,70,40,60,42,1
655,655,Swadloon,55,63,90,50,80,42,1
656,656,Leavanny,75,103,80,70,80,92,1
657,657,Venipede,30,45,59,30,39,57,1
658,658,Whirlipede,40,55,99,40,79,47,1
659,659,Scolipede,60,100,89,55,69,112,1
660,660,Cottonee,40,27,60,37,50,66,1
661,661,Whimsicott,60,67,85,77,75,116,1
662,662,Petilil,45,35,50,70,50,30,1
663,663,Lilligant,70,60,75,110,75,90,2
664,664,Hisuian Lilligant,70,105,75,50,75,105,2
665,665,Red-Striped Form,70,92,65,80,55,98,3
666,666,Blue-Striped Form,70,92,65,80,55,98,3
667,667,White-Striped Form,70,92,65,80,55,98,3
668,668,Sandile,50,72,35,35,35,65,1
669,669,Krokorok,60,82,45,45,45,74,1
670,670,Krookodile,95,117,80,65,70,92,1
671,671,Darumaka,70,90,45,15,45,50,2
672,672,Galarian Darumaka,70,90,45,15,45,50,2
673,673,Standard Mode,105,140,55,30,55,95,4
674,674,Zen Mode,105,30,105,140,105,55,4
675,675,Galarian Standard Mode,105,140,55,30,55,95,4
676,676,Galarian Zen Mode,105,160,55,30,55,135,4
677,677,Maractus,75,86,67,106,67,60,1
678,678,Dwebble,50,65,85,35,35,55,1
679,679,Crustle,70,105,125,65,75,45,1
680,680,Scraggy,50,75,70,35,70,48,1
681,681,Scrafty,65,90,115,45,115,58,1
682,682,Sigilyph,72,58,80,103,80,97,1
683,683,Yamask,38,30,85,55,65,30,2
684,684,Galarian Yamask,38,55,85,30,65,30,2
685,685,Cofagrigus,58,50,145,95,105,30,1
686,686,Tirtouga,54,78,103,53,45,22,1
687,687,Carracosta,74,108,133,83,65,32,1
688,688,Archen,55,112,45,74,45,70,1
689,689,Archeops,75,140,65,112,65,110,1
690,690,Trubbish,50,50,62,40,62,65,1
691,691,Garbodor,80,95,82,60,82,75,1
692,692,Zorua,40,65,40,80,40,65,2
693,693,Hisuian Zorua,35,60,40,85,40,70,2
694,694,Zoroark,60,105,60,120,60,105,2
695,695,Hisuian Zoroark,60,105,60,120,60,105,2
696,696,Minccino,55,50,40,40,40,75,1
697,697,Cinccino,75,95,60,65,60,115,1
698,698,Gothita,45,30,50,55,65,45,1
699,699,Gothorita,60,45,70,75,85,55,1
700,700,Gothitelle,70,55,95,95,110,65,1
701,701,Solosis,45,30,40,105,50,20,1
702,702,Duosion,65,40,50,125,60,30,1
703,703,Reuniclus,110,65,75,125,85,30,1
704,704,Ducklett,62,44,50,44,50,55,1
705,705,Swanna,75,87,63,87,63,98,1
706,706,Vanillite,36,50,50,65,60,44,1
707,707,Vanillish,51,65,65,80,75,59,1
708,708,Vanilluxe,71,95,85,110,95,79,1
709,709,Deerling,60,60,50,40,50,75,1
710,710,Sawsbuck,80,100,70,60,70,95,1
711,711,Emolga,55,75,60,75,60,103,1
712,712,Karrablast,50,75,45,40,45,60,1
713,713,Escavalier,70,135,105,60,105,20,1
714,714,Foongus,69,55,45,55,55,15,1
715,715,Amoonguss,114,85,70,85,80,30,1
716,716,Frillish,55,40,50,65,85,40,1
717,717,Jellicent,100,60,70,85,105,60,1
718,718,Alomomola,165,75,80,40,45,65,1
719,719,Joltik,50,47,50,57,50,65,1
720,720,Galvantula,70,77,60,97,60,108,1
721,721,Ferroseed,44,50,91,24,86,10,1
722,722,Ferrothorn,74,94,131,54,116,20,1
723,723,Klink,40,55,70,45,60,30,1
724,724,Klang,60,80,95,70,85,50,1
725,725,Klinklang,60,100,115,70,85,90,1
726,726,Tynamo,35,55,40,45,40,60,1
727,727,Eelektrik,65,85,70,75,70,40,1
728,728,Eelektross,85,115,80,105,80,50,1
729,729,Elgyem,55,55,55,85,55,30,1
730,730,Beheeyem,75,75,75,125,95,40,1
731,731,Litwick,50,30,55,65,55,20,1
732,732,Lampent,60,40,60,95,60,55,1
733,733,Chandelure,60,55,90,145,90,80,1
734,734,Axew,46,87,60,30,40,57,1
735,735,Fraxure,66,117,70,40,50,67,1
736,736,Haxorus,76,147,90,60,70,97,1
737,737,Cubchoo,55,70,40,60,40,40,1
738,738,Beartic,95,130,80,70,80,50,1
739,739,Cryogonal,80,50,50,95,135,105,1
740,740,Shelmet,50,40,85,40,65,25,1
741,741,Accelgor,80,70,40,100,60,145,1
742,742,Stunfisk,109,66,84,81,99,32,2
743,743,Galarian Stunfisk,109,81,99,66,84,32,2
744,744,Mienfoo,45,85,50,55,50,65,1
745,745,Mienshao,65,125,60,95,60,105,1
746,746,Druddigon,77,120,90,60,90,48,1
747,747,Golett,59,74,50,35,50,35,1
748,748,Golurk,89,124,80,55,80,55,1
749,749,Pawniard,45,85,70,40,40,60,1
750,750,Bisharp,65,125,100,60,70,70,1
751,751,Bouffalant,95,110,95,40,95,55,1
752,752,Rufflet,70,83,50,37,50,60,1
753,753,Braviary,100,123,75,57,75,80,2
754,754,Hisuian Braviary,110,83,70,112,70,65,2
755,755,Vullaby,70,55,75,45,65,60,1
756,756,Mandibuzz,110,65,105,55,95,80,1
757,757,Heatmor,85,97,66,105,66,65,1
758,758,Durant,58,109,112,48,48,109,1
759,759,Deino,52,65,50,45,50,38,1
760,760,Zweilous,72,85,70,65,70,58,1
761,761,Hydreigon,92,105,90,125,90,98,1
762,762,Larvesta,55,85,55,50,55,60,1
763,763,Volcarona,85,60,65,135,105,100,1
764,764,Cobalion,91,90,129,90,72,108,1
765,765,Terrakion,91,129,90,72,90,108,1
766,766,Virizion,91,90,72,90,129,108,1
767,767,Incarnate Forme,79,115,70,125,80,111,2
768,768,Therian Forme,79,100,80,110,90,121,2
769,769,Incarnate Forme,79,115,70,125,80,111,2
770,770,Therian Forme,79,105,70,145,80,101,2
771,771,Reshiram,100,120,100,150,120,90,1
772,772,Zekrom,100,150,120,120,100,90,1
773,773,Incarnate Forme,89,125,90,115,80,101,2
774,774,Therian Forme,89,145,90,105,80,91,2
775,775,Kyurem,125,130,90,130,90,95,3
776,776,White Kyurem,125,120,90,170,100,95,3
777,777,Black Kyurem,125,170,100,120,90,95,3
778,778,Ordinary Form,91,72,90,129,90,108,2
779,779,Resolute Form,91,72,90,129,90,108,2
780,780,Aria Forme,100,77,77,128,128,90,2
781,781,Pirouette Forme,100,128,90,77,77,128,2
782,782,Genesect,71,120,95,120,95,99,1
783,783,Chespin,56,61,65,48,45,38,1
784,784,Quilladin,61,78,95,56,58,57,1
785,785,Chesnaught,88,107,122,74,75,64,1
786,786,Fennekin,40,45,40,62,60,60,1
787,787,Braixen,59,59,58,90,70,73,1
788,788,Delphox,75,69,72,114,100,104,1
789,789,Froakie,41,56,40,62,44,71,1
790,790,Frogadier,54,63,52,83,56,97,1
791,791,Greninja,72,95,67,103,71,122,2
792,792,Ash-Greninja,72,145,67,153,71,132,2
793,793,Bunnelby,38,36,38,32,36,57,1
794,794,Diggersby,85,56,77,50,77,78,1
795,795,Fletchling,45,50,43,40,38,62,1
796,796,Fletchinder,62,73,55,56,52,84,1
797,797,Talonflame,78,81,71,74,69,126,1
798,798,Scatterbug,38,35,40,27,25,35,1
799,799,Spewpa,45,22,60,27,30,29,1
800,800,Vivillon,80,52,50,90,50,89,1
801,801,Litleo,62,50,58,73,54,72,1
802,802,Pyroar,86,68,72,109,66,106,1
803,803,Flabébé,44,38,39,61,79,42,1
804,804,Floette,54,45,47,75,98,52,1
805,805,Florges,78,65,68,112,154,75,1
806,806,Skiddo,66,65,48,62,57,52,1
807,807,Gogoat,123,100,62,97,81,68,1
808,808,Pancham,67,82,62,46,48,43,1
809,809,Pangoro,95,124,78,69,71,58,1
810,810,Furfrou,75,80,60,65,90,102,1
811,811,Espurr,62,48,54,63,60,68,1
812,812,Male,74,48,76,83,81,104,2
813,813,Female,74,48,76,83,81,104,2
814,814,Honedge,45,80,100,35,37,28,1
815,815,Doublade,59,110,150,45,49,35,1
816,816,Shield Forme,60,50,140,50,140,60,2
817,817,Blade Forme,60,140,50,140,50,60,2
818,818,Spritzee,78,52,60,63,65,23,1
819,819,Aromatisse,101,72,72,99,89,29,1
820,820,Swirlix,62,48,66,59,57,49,1
821,821,Slurpuff,82,80,86,85,75,72,1
822,822,Inkay,53,54,53,37,46,45,1
823,823,Malamar,86,92,88,68,75,73,1
824,824,Binacle,42,52,67,39,56,50,1
825,825,Barbaracle,72,105,115,54,86,68,1
826,826,Skrelp,50,60,60,60,60,30,1
827,827,Dragalge,65,75,90,97,123,44,1
828,828,Clauncher,50,53,62,58,63,44,1
829,829,Clawitzer,71,73,88,120,89,59,1
830,830,Helioptile,44,38,33,61,43,70,1
831,831,Heliolisk,62,55,52,109,94,109,1
832,832,Tyrunt,58,89,77,45,45,48,1
833,833,Tyrantrum,82,121,119,69,59,71,1
834,834,Amaura,77,59,50,67,63,46,1
835,835,Aurorus,123,77,72,99,92,58,1
836,836,Sylveon,95,65,65,110,130,60,1
837,837,Hawlucha,78,92,75,74,63,118,1
838,838,Dedenne,67,58,57,81,67,101,1
839,839,Carbink,50,50,150,50,150,50,1
840,840,Goomy,45,50,35,55,75,40,1
841,841,Sliggoo,68,75,53,83,113,60,2
842,842,Hisuian Sliggoo,58,75,83,83,113,40,2
843,843,Goodra,90,100,70,110,150,80,2
844,844,Hisuian Goodra,80,100,100,110,150,60,2
845,845,Klefki,57,80,91,80,87,75,1
846,846,Phantump,43,70,48,50,60,38,1
847,847,Trevenant,85,110,76,65,82,56,1
848,848,Average Size,49,66,70,44,55,51,4
849,849,Small Size,44,66,70,44,55,56,4
850,850,Large Size,54,66,70,44,55,46,4
851,851,Super Size,59,66,70,44,55,41,4
852,852,Average Size,65,90,122,58,75,84,4
853,853,Small Size,55,85,122,58,75,99,4
854,854,Large Size,75,95,122,58,75,69,4
855,855,Super Size,85,100,122,58,75,54,4
856,856,Bergmite,55,69,85,32,35,28,1
857,857,Avalugg,95,117,184,44,46,28,2
858,858,Hisuian Avalugg,95,127,184,34,36,38,2
859,859,Noibat,40,30,35,45,40,55,1
860,860,Noivern,85,70,80,97,80,123,1
861,861,Xerneas,126,131,95,131,98,99,1
862,862,Yveltal,126,131,95,131,98,99,1
863,863,50% Forme,108,100,121,81,95,95,3
864,864,10% Forme,54,100,71,61,85,115,3
865,865,Complete Forme,216,100,121,91,95,85,3
866,866,Diancie,50,100,150,100,150,50,2
867,867,Mega Diancie,50,160,110,160,110,110,2
868,868,Hoopa Confined,80,110,60,150,130,70,2
869,869,Hoopa Unbound,80,160,60,170,130,80,2
870,870,Volcanion,80,110,120,130,90,70,1
871,871,Rowlet,68,55,55,50,50,42,1
872,872,Dartrix,78,75,75,70,70,52,1
873,873,Decidueye,78,107,75,100,100,70,2
874,874,Hisuian Decidueye,88,112,80,95,95,60,2
875,875,Litten,45,65,40,60,40,70,1
876,876,Torracat,65,85,50,80,50,90,1
877,877,Incineroar,95,115,90,80,90,60,1
878,878,Popplio,50,54,54,66,56,40,1
879,879,Brionne,60,69,69,91,81,50,1
880,880,Primarina,80,74,74,126,116,60,1
881,881,Pikipek,35,75,30,30,30,65,1
882,882,Trumbeak,55,85,50,40,50,75,1
883,883,Toucannon,80,120,75,75,75,60,1
884,884,Yungoos,48,70,30,30,30,45,1
885,885,Gumshoos,88,110,60,55,60,45,1
886,886,Grubbin,47,62,45,55,45,46,1
887,887,Charjabug,57,82,95,55,75,36,1
888,888,Vikavolt,77,70,90,145,75,43,1
889,889,Crabrawler,47,82,57,42,47,63,1
890,890,Crabominable,97,132,77,62,67,43,1
891,891,Baile Style,75,70,70,98,70,93,4
892,892,Pom-Pom Style,75,70,70,98,70,93,4
893,893,Pa'u Style,75,70,70,98,70,93,4
894,894,Sensu Style,75,70,70,98,70,93,4
895,895,Cutiefly,40,45,40,55,40,84,1
896,896,Ribombee,60,55,60,95,70,124,1
897,897,Rockruff,45,65,40,30,40,60,2
898,898,Own Tempo Rockruff,45,65,40,30,40,60,2
899,899,Midday Form,75,115,65,55,65,112,3
900,900,Midnight Form,85,115,75,55,75,82,3
901,901,Dusk Form,75,117,65,55,65,110,3
902,902,Solo Form,45,20,20,25,25,40,2
903,903,School Form,45,140,130,140,135,30,2
904,904,Mareanie,50,53,62,43,52,45,1
905,905,Toxapex,50,63,152,53,142,35,1
906,906,Mudbray,70,100,70,45,55,45,1
907,907,Mudsdale,100,125,100,55,85,35,1
908,908,Dewpider,38,40,52,40,72,27,1
909,909,Araquanid,68,70,92,50,132,42,1
910,910,Fomantis,40,55,35,50,35,35,1
911,911,Lurantis,70,105,90,80,90,45,1
912,912,Morelull,40,35,55,65,75,15,1
913,913,Shiinotic,60,45,80,90,100,30,1
914,914,Salandit,48,44,40,71,40,77,1
915,915,Salazzle,68,64,60,111,60,117,1
916,916,Stufful,70,75,50,45,50,50,1
917,917,Bewear,120,125,80,55,60,60,1
918,918,Bounsweet,42,30,38,30,38,32,1
919,919,Steenee,52,40,48,40,48,62,1
920,920,Tsareena,72,120,98,50,98,72,1
921,921,Comfey,51,52,90,82,110,100,1
922,922,Oranguru,90,60,80,90,110,60,1
923,923,Passimian,100,120,90,40,60,80,1
924,924,Wimpod,25,35,40,20,30,80,1
925,925,Golisopod,75,125,140,60,90,40,1
926,926,Sandygast,55,55,80,70,45,15,1
927,927,Palossand,85,75,110,100,75,35,1
928,928,Pyukumuku,55,60,130,30,130,5,1
929,929,Type: Null,95,95,95,95,95,59,1
930,930,Silvally,95,95,95,95,95,95,1
931,931,Meteor Form,60,60,100,60,100,60,2
932,932,Core Form,60,100,60,100,60,120,2
933,933,Komala,65,115,65,75,95,65,1
934,934,Turtonator,60,78,135,91,85,36,1
935,935,Togedemaru,65,98,63,40,73,96,1
936,936,Mimikyu,55,90,80,50,105,96,1
937,937,Bruxish,68,105,70,70,70,92,1
938,938,Drampa,78,60,85,135,91,36,1
939,939,Dhelmise,70,131,100,86,90,40,1
940,940,Jangmo-o,45,55,65,45,45,45,1
941,941,Hakamo-o,55,75,90,65,70,65,1
942,942,Kommo-o,75,110,125,100,105,85,1
943,943,Tapu Koko,70,115,85,95,75,130,1
944,944,Tapu Lele,70,85,75,130,115,95,1
945,945,Tapu Bulu,70,130,115,85,95,75,1
946,946,Tapu Fini,70,75,115,95,130,85,1
947,947,Cosmog,43,29,31,29,31,37,1
948,948,Cosmoem,43,29,131,29,131,37,1
949,949,Solgaleo,137,137,107,113,89,97,1
950,950,Lunala,137,113,89,137,107,97,1
951,951,Nihilego,109,53,47,127,131,103,1
952,952,Buzzwole,107,139,139,53,53,79,1
953,953,Pheromosa,71,137,37,137,37,151,1
954,954,Xurkitree,83,89,71,173,71,83,1
955,955,Celesteela,97,101,103,107,101,61,1
956,956,Kartana,59,181,131,59,31,109,1
957,957,Guzzlord,223,101,53,97,53,43,1
958,958,Necrozma,97,107,101,127,89,79,4
959,959,Dusk Mane Necrozma,97,157,127,113,109,77,4
960,960,Dawn Wings Necrozma,97,113,109,157,127,77,4
961,961,Ultra Necrozma,97,167,97,167,97,129,4
962,962,Magearna,80,95,115,130,115,65,1
963,963,Marshadow,90,125,80,90,90,125,1
964,964,Poipole,67,73,67,73,67,73,1
965,965,Naganadel,73,73,73,127,73,121,1
966,966,Stakataka,61,131,211,53,101,13,1
967,967,Blacephalon,53,127,53,151,79,107,1
968,968,Zeraora,88,112,75,102,80,143,1
969,969,Meltan,46,65,65,55,35,34,1
970,970,Melmetal,135,143,143,80,65,34,1
971,971,Grookey,50,65,50,40,40,65,1
972,972,Thwackey,70,85,70,55,60,80,1
973,973,Rillaboom,100,125,90,60,70,85,1
974,974,Scorbunny,50,71,40,40,40,69,1
975,975,Raboot,65,86,60,55,60,94,1
976,976,Cinderace,80,116,75,65,75,119,1
977,977,Sobble,50,40,40,70,40,70,1
978,978,Drizzile,65,60,55,95,55,90,1
979,979,Inteleon,70,85,65,125,65,120,1
980,980,Skwovet,70,55,55,35,35,25,1
981,981,Greedent,120,95,95,55,75,20,1
982,982,Rookidee,38,47,35,33,35,57,1
983,983,Corvisquire,68,67,55,43,55,77,1
984,984,Corviknight,98,87,105,53,85,67,1
985,985,Blipbug,25,20,20,25,45,45,1
986,986,Dottler,50,35,80,50,90,30,1
987,987,Orbeetle,60,45,110,80,120,90,1
988,988,Nickit,40,28,28,47,52,50,1
989,989,Thievul,70,58,58,87,92,90,1
990,990,Gossifleur,40,40,60,40,60,10,1
991,991,Eldegoss,60,50,90,80,120,60,1
992,992,Wooloo,42,40,55,40,45,48,1
993,993,Dubwool,72,80,100,60,90,88,1
994,994,Chewtle,50,64,50,38,38,44,1
995,995,Drednaw,90,115,90,48,68,74,1
996,996,Yamper,59,45,50,40,50,26,1
997,997,Boltund,69,90,60,90,60,121,1
998,998,Rolycoly,30,40,50,40,50,30,1
999,999,Carkol,80,60,90,60,70,50,1
1000,1000,Coalossal,110,80,120,80,90,30,1
1001,1001,Applin,40,40,80,40,40,20,1
1002,1002,Flapple,70,110,80,95,60,70,1
1003,1003,Appletun,110,85,80,100,80,30,1
1004,1004,Silicobra,52,57,75,35,50,46,1
1005,1005,Sandaconda,72,107,125,65,70,71,1
1006,1006,Cramorant,70,85,55,85,95,85,1
1007,1007,Arrokuda,41,63,40,40,30,66,1
1008,1008,Barraskewda,61,123,60,60,50,136,1
1009,1009,Toxel,40,38,35,54,35,40,1
1010,1010,Amped Form,75,98,70,114,70,75,2
1011,1011,Low Key Form,75,98,70,114,70,75,2
1012,1012,Sizzlipede,50,65,45,50,50,45,1
1013,1013,Centiskorch,100,115,65,90,90,65,1
1014,1014,Clobbopus,50,68,60,50,50,32,1
1015,1015,Grapploct,80,118,90,70,80,42,1
1016,1016,Sinistea,40,45,45,74,54,50,1
1017,1017,Polteageist,60,65,65,134,114,70,1
1018,1018,Hatenna,42,30,45,56,53,39,1
1019,1019,Hattrem,57,40,65,86,73,49,1
1020,1020,Hatterene,57,90,95,136,103,29,1
1021,1021,Impidimp,45,45,30,55,40,50,1
1022,1022,Morgrem,65,60,45,75,55,70,1
1023,1023,Grimmsnarl,95,120,65,95,75,60,1
1024,1024,Obstagoon,93,90,101,60,81,95,1
1025,1025,Perrserker,70,110,100,50,60,50,1
1026,1026,Cursola,60,95,50,145,130,30,1
1027,1027,Sirfetch'd,62,135,95,68,82,65,1
1028,1028,Mr. Rime,80,85,75,110,100,70,1
1029,1029,Runerigus,58,95,145,50,105,30,1
1030,1030,Milcery,45,40,40,50,61,34,1
1031,1031,Alcremie,65,60,75,110,121,64,1
1032,1032,Falinks,65,100,100,70,60,75,1
1033,1033,Pincurchin,48,101,95,91,85,15,1
1034,1034,Snom,30,25,35,45,30,20,1
1035,1035,Frosmoth,70,65,60,125,90,65,1
1036,1036,Stonjourner,100,125,135,20,20,70,1
1037,1037,Ice Face,75,80,110,65,90,50,2
1038,1038,Noice Face,75,80,70,65,50,130,2
1039,1039,Male,60,65,55,105,95,95,2
1040,1040,Female,70,55,65,95,105,85,2
1041,1041,Full Belly Mode,58,95,58,70,58,97,2
1042,1042,Hangry Mode,58,95,58,70,58,97,2
1043,1043,Cufant,72,80,49,40,49,40,1
1044,1044,Copperajah,122,130,69,80,69,30,1
1045,1045,Dracozolt,90,100,90,80,70,75,1
1046,1046,Arctozolt,90,100,90,90,80,55,1
1047,1047,Dracovish,90,90,100,70,80,75,1
1048,1048,Arctovish,90,90,100,80,90,55,1
1049,1049,Duraludon,70,95,115,120,50,85,1
1050,1050,Dreepy,28,60,30,40,30,82,1
1051,1051,Drakloak,68,80,50,60,50,102,1
1052,1052,Dragapult,88,120,75,100,75,142,1
1053,1053,Hero of Many Battles,92,120,115,80,115,138,2
1054,1054,Crowned Sword,92,150,115,80,115,148,2
1055,1055,Hero of Many Battles,92,120,115,80,115,138,2
1056,1056,Crowned Shield,92,120,140,80,140,128,2
1057,1057,Eternatus,140,85,95,145,95,130,2
1058,1058,Eternamax,255,115,250,125,250,130,2
1059,1059,Kubfu,60,90,60,53,50,72,1
1060,1060,Single Strike Style,100,130,100,63,60,97,2
1061,1061,Rapid Strike Style,100,130,100,63,60,97,2
1062,1062,Zarude,105,120,105,70,95,105,1
1063,1063,Regieleki,80,100,50,100,50,200,1
1064,1064,Regidrago,200,100,50,100,50,80,1
1065,1065,Glastrier,100,145,130,65,110,30,1
1066,1066,Spectrier,100,65,60,145,80,130,1
1067,1067,Calyrex,100,80,80,80,80,80,3
1068,1068,Ice Rider,100,165,150,85,130,50,3
1069,1069,Shadow Rider,100,85,80,165,100,150,3
1070,1070,Wyrdeer,103,105,72,105,75,65,1
1071,1071,Kleavor,70,130,95,45,75,85,1
1072,1072,Ursaluna,130,140,105,45,80,50,1
1073,1073,Male,120,112,65,80,75,78,2
1074,1074,Female,120,92,65,100,75,78,2
1075,1075,Sneasler,80,130,60,40,80,120,1
1076,1076,Overqwil,85,115,95,65,65,85,1
1077,1077,Incarnate Forme,74,115,70,135,80,106,2
1078,1078,Therian Forme,74,115,110,135,100,46,2
1079,1079,Sprigatito,40,61,54,45,45,65,1
1080,1080,Floragato,61,80,63,60,63,83,1
1081,1081,Meowscarada,76,110,70,81,70,123,1
1082,1082,Fuecoco,67,45,59,63,40,36,1
1083,1083,Crocalor,81,55,78,90,58,49,1
1084,1084,Skeledirge,104,75,100,110,75,66,1
1085,1085,Quaxly,55,65,45,50,45,50,1
1086,1086,Quaxwell,70,85,65,65,60,65,1
1087,1087,Quaquaval,85,120,80,85,75,85,1
1088,1088,Lechonk,54,45,40,35,45,35,1
1089,1089,Male,110,100,75,59,80,65,2
1090,1090,Female,115,90,70,59,90,65,2
1091,1091,Tarountula,35,41,45,29,40,20,1
1092,1092,Spidops,60,79,92,52,86,35,1
1093,1093,Nymble,33,46,40,21,25,45,1
1094,1094,Lokix,71,102,78,52,55,92,1
1095,1095,Pawmi,45,50,20,40,25,60,1
1096,1096,Pawmo,60,75,40,50,40,85,1
1097,1097,Pawmot,70,115,70,70,60,105,1
1098,1098,Tandemaus,50,50,45,40,45,75,1
1099,1099,Family of Four,74,75,70,65,75,111,2
1100,1100,Family of Three,74,75,70,65,75,111,2
1101,1101,Fidough,37,55,70,30,55,65,1
1102,1102,Dachsbun,57,80,115,50,80,95,1
1103,1103,Smoliv,41,35,45,58,51,30,1
1104,1104,Dolliv,52,53,60,78,78,33,1
1105,1105,Arboliva,78,69,90,125,109,39,1
1106,1106,Green Plumage,82,96,51,45,51,92,4
1107,1107,Blue Plumage,82,96,51,45,51,92,4
1108,1108,Yellow Plumage,82,96,51,45,51,92,4
1109,1109,White Plumage,82,96,51,45,51,92,4
1110,1110,Nacli,55,55,75,35,35,25,1
1111,1111,Naclstack,60,60,100,35,65,35,1
1112,1112,Garganacl,100,100,130,45,90,35,1
1113,1113,Charcadet,40,50,40,50,40,35,1
1114,1114,Armarouge,85,60,100,125,80,75,1
1115,1115,Ceruledge,75,125,80,60,100,85,1
1116,1116,Tadbulb,61,31,41,59,35,45,1
1117,1117,Bellibolt,109,64,91,103,83,45,1
1118,1118,Wattrel,40,40,35,55,40,70,1
1119,1119,Kilowattrel,70,70,60,105,60,125,1
1120,1120,Maschiff,60,78,60,40,51,51,1
1121,1121,Mabosstiff,80,120,90,60,70,85,1
1122,1122,Shroodle,40,65,35,40,35,75,1
1123,1123,Grafaiai,63,95,65,80,72,110,1
1124,1124,Bramblin,40,65,30,45,35,60,1
1125,1125,Brambleghast,55,115,70,80,70,90,1
1126,1126,Toedscool,40,40,35,50,100,70,1
1127,1127,Toedscruel,80,70,65,80,120,100,1
1128,1128,Klawf,70,100,115,35,55,75,1
1129,1129,Capsakid,50,62,40,62,40,50,1
1130,1130,Scovillain,65,108,65,108,65,75,1
1131,1131,Rellor,41,50,60,31,58,30,1
1132,1132,Rabsca,75,50,85,115,100,45,1
1133,1133,Flittle,30,35,30,55,30,75,1
1134,1134,Espathra,95,60,60,101,60,105,1
1135,1135,Tinkatink,50,45,45,35,64,58,1
1136,1136,Tinkatuff,65,55,55,45,82,78,1
