;hp;attack;defense;spatk;spdef;speed;count_form;national_id;main_name;gambar;label
430;70;70;70;70;70;70;4;430;Sunny Form;430.jpg;4
431;70;70;70;70;70;70;4;431;Rainy Form;431.jpg;4
432;70;70;70;70;70;70;4;432;Snowy Form;432.jpg;4
433;60;90;70;60;120;40;1;433;Kecleon;433.jpg;5
434;44;75;35;63;33;45;1;434;Shuppet;434.jpg;0
435;64;115;65;83;63;65;2;435;Banette;435.jpg;1
436;64;165;75;93;83;75;2;436;Mega Banette;436.jpg;2
437;20;40;90;30;90;25;1;437;Duskull;437.jpg;3
438;40;70;130;60;130;25;1;438;Dusclops;438.jpg;5
439;99;68;83;72;87;51;1;439;Tropius;439.jpg;5
440;75;50;80;95;90;65;1;440;Chimecho;440.jpg;4
441;65;130;60;75;60;75;2;441;Absol;441.jpg;1
442;65;150;60;115;60;115;2;442;Mega Absol;442.jpg;2
443;95;23;48;23;48;23;1;443;Wynaut;443.jpg;3
444;50;50;50;50;50;50;1;444;Snorunt;444.jpg;0
445;80;80;80;80;80;80;2;445;Glalie;445.jpg;4
446;80;120;80;120;80;100;2;446;Mega Glalie;446.jpg;2
447;70;40;50;55;50;25;1;447;Spheal;447.jpg;3
448;90;60;70;75;70;45;1;448;Sealeo;448.jpg;5
449;110;80;90;95;90;65;1;449;Walrein;449.jpg;2
450;35;64;85;74;55;32;1;450;Clamperl;450.jpg;3
451;55;104;105;94;75;52;1;451;Huntail;451.jpg;5
452;55;84;105;114;75;52;1;452;Gorebyss;452.jpg;5
453;100;90;130;45;65;55;1;453;Relicanth;453.jpg;5
454;43;30;55;40;65;97;1;454;Luvdisc;454.jpg;0
455;45;75;60;40;30;50;1;455;Bagon;455.jpg;3
456;65;95;100;60;50;50;1;456;Shelgon;456.jpg;5
457;95;135;80;110;80;100;2;457;Salamence;457.jpg;2
458;95;145;130;120;90;120;2;458;Mega Salamence;458.jpg;2
459;40;55;80;35;60;30;1;459;Beldum;459.jpg;3
460;60;75;100;55;80;50;1;460;Metang;460.jpg;5
461;80;135;130;95;90;70;2;461;Metagross;461.jpg;2
462;80;145;150;105;110;110;2;462;Mega Metagross;462.jpg;2
463;80;100;200;50;100;50;1;463;Regirock;463.jpg;5
464;80;50;100;100;200;50;1;464;Regice;464.jpg;4
465;80;75;150;75;150;50;1;465;Registeel;465.jpg;5
466;80;80;90;110;130;110;2;466;Latias;466.jpg;2
467;80;100;120;140;150;110;2;467;Mega Latias;467.jpg;2
468;80;90;80;130;110;110;2;468;Latios;468.jpg;2
469;80;130;100;160;120;110;2;469;Mega Latios;469.jpg;2
470;100;100;90;150;140;90;2;470;Kyogre;470.jpg;2
471;100;150;90;180;160;90;2;471;Primal Kyogre;471.jpg;2
472;100;150;140;100;90;90;2;472;Groudon;472.jpg;2
473;100;180;160;150;90;90;2;473;Primal Groudon;473.jpg;2
474;105;150;90;150;90;95;2;474;Rayquaza;474.jpg;2
475;105;180;100;180;100;115;2;475;Mega Rayquaza;475.jpg;2
476;100;100;100;100;100;100;1;476;Jirachi;476.jpg;2
477;50;150;50;150;50;150;4;477;Normal Forme;477.jpg;2
478;50;180;20;180;20;150;4;478;Attack Forme;478.jpg;2
479;50;70;160;70;160;90;4;479;Defense Forme;479.jpg;4
480;50;95;90;95;90;180;4;480;Speed Forme;480.jpg;2
481;55;68;64;45;55;31;1;481;Turtwig;481.jpg;3
482;75;89;85;55;65;36;1;482;Grotle;482.jpg;5
483;95;109;105;75;85;56;1;483;Torterra;483.jpg;5
484;44;58;44;58;44;61;1;484;Chimchar;484.jpg;0
485;64;78;52;78;52;81;1;485;Monferno;485.jpg;1
486;76;104;71;104;71;108;1;486;Infernape;486.jpg;2
487;53;51;53;61;56;40;1;487;Piplup;487.jpg;3
488;64;66;68;81;76;50;1;488;Prinplup;488.jpg;4
489;84;86;88;111;101;60;1;489;Empoleon;489.jpg;2
490;40;55;30;30;30;60;1;490;Starly;490.jpg;0
491;55;75;50;40;40;80;1;491;Staravia;491.jpg;0
492;85;120;70;50;60;100;1;492;Staraptor;492.jpg;1
493;59;45;40;35;40;31;1;493;Bidoof;493.jpg;3
494;79;85;60;55;60;71;1;494;Bibarel;494.jpg;1
495;37;25;41;25;41;25;1;495;Kricketot;495.jpg;3
496;77;85;51;55;51;65;1;496;Kricketune;496.jpg;1
497;45;65;34;40;34;45;1;497;Shinx;497.jpg;0
498;60;85;49;60;49;60;1;498;Luxio;498.jpg;1
499;80;120;79;95;79;70;1;499;Luxray;499.jpg;2
500;40;30;35;50;70;55;1;500;Budew;500.jpg;0
501;60;70;65;125;105;90;1;501;Roserade;501.jpg;4
502;67;125;40;30;30;58;1;502;Cranidos;502.jpg;0
503;97;165;60;65;50;58;1;503;Rampardos;503.jpg;1
504;30;42;118;42;88;30;1;504;Shieldon;504.jpg;3
505;60;52;168;47;138;30;1;505;Bastiodon;505.jpg;5
506;40;29;45;29;45;36;3;506;Plant Cloak;506.jpg;3
507;40;29;45;29;45;36;3;507;Sandy Cloak;507.jpg;3
508;40;29;45;29;45;36;3;508;Trash Cloak;508.jpg;3
509;60;59;85;79;105;36;3;509;Plant Cloak;509.jpg;5
510;60;79;105;59;85;36;3;510;Sandy Cloak;510.jpg;5
511;60;69;95;69;95;36;3;511;Trash Cloak;511.jpg;5
512;70;94;50;94;50;66;1;512;Mothim;512.jpg;1
513;30;30;42;30;42;70;1;513;Combee;513.jpg;0
514;70;80;102;80;102;40;1;514;Vespiquen;514.jpg;5
515;60;45;70;45;90;95;1;515;Pachirisu;515.jpg;4
516;55;65;35;60;30;85;1;516;Buizel;516.jpg;0
517;85;105;55;85;50;115;1;517;Floatzel;517.jpg;1
518;45;35;45;62;53;35;1;518;Cherubi;518.jpg;3
519;70;60;70;87;78;85;1;519;Cherrim;519.jpg;4
520;76;48;48;57;62;34;1;520;Shellos;520.jpg;3
521;111;83;68;92;82;39;1;521;Gastrodon;521.jpg;5
522;75;100;66;60;66;115;1;522;Ambipom;522.jpg;1
523;90;50;34;60;44;70;1;523;Drifloon;523.jpg;0
524;150;80;44;90;54;80;1;524;Drifblim;524.jpg;1
525;55;66;44;44;56;85;1;525;Buneary;525.jpg;0
526;65;76;84;54;96;105;2;526;Lopunny;526.jpg;1
527;65;136;94;54;96;135;2;527;Mega Lopunny;527.jpg;1
528;60;60;60;105;105;105;1;528;Mismagius;528.jpg;4
529;100;125;52;105;52;71;1;529;Honchkrow;529.jpg;2
530;49;55;42;42;37;85;1;530;Glameow;530.jpg;0
531;71;82;64;64;59;112;1;531;Purugly;531.jpg;1
532;45;30;50;65;50;45;1;532;Chingling;532.jpg;0
533;63;63;47;41;41;74;1;533;Stunky;533.jpg;0
534;103;93;67;71;61;84;1;534;Skuntank;534.jpg;1
535;57;24;86;24;86;23;1;535;Bronzor;535.jpg;3
536;67;89;116;79;116;33;1;536;Bronzong;536.jpg;5
537;50;80;95;10;45;10;1;537;Bonsly;537.jpg;1
538;20;25;45;70;90;60;1;538;Mime Jr.;538.jpg;4
539;100;5;5;15;65;30;1;539;Happiny;539.jpg;5
540;76;65;45;92;42;91;1;540;Chatot;540.jpg;4
541;50;92;108;92;108;35;1;541;Spiritomb;541.jpg;5
542;58;70;45;40;45;42;1;542;Gible;542.jpg;3
543;68;90;65;50;55;82;1;543;Gabite;543.jpg;1
544;108;130;95;80;85;102;2;544;Garchomp;544.jpg;2
545;108;170;115;120;95;92;2;545;Mega Garchomp;545.jpg;2
546;135;85;40;40;85;5;1;546;Munchlax;546.jpg;1
547;40;70;40;35;40;60;1;547;Riolu;547.jpg;0
548;70;110;70;115;70;90;2;548;Lucario;548.jpg;2
549;70;145;88;140;70;112;2;549;Mega Lucario;549.jpg;2
550;68;72;78;38;42;32;1;550;Hippopotas;550.jpg;3
551;108;112;118;68;72;47;1;551;Hippowdon;551.jpg;5
552;40;50;90;30;55;65;1;552;Skorupi;552.jpg;3
553;70;90;110;60;75;95;1;553;Drapion;553.jpg;1
554;48;61;40;61;40;50;1;554;Croagunk;554.jpg;0
555;83;106;65;86;65;85;1;555;Toxicroak;555.jpg;1
556;74;100;72;90;72;46;1;556;Carnivine;556.jpg;5
557;49;49;56;49;61;66;1;557;Finneon;557.jpg;0
558;69;69;76;69;86;91;1;558;Lumineon;558.jpg;4
559;45;20;50;60;120;50;1;559;Mantyke;559.jpg;4
560;60;62;50;62;60;40;1;560;Snover;560.jpg;3
561;90;92;75;92;85;60;2;561;Abomasnow;561.jpg;2
562;90;132;105;132;105;30;2;562;Mega Abomasnow;562.jpg;5
563;70;120;65;45;85;125;1;563;Weavile;563.jpg;1
564;70;70;115;130;90;60;1;564;Magnezone;564.jpg;4
565;110;85;95;80;95;50;1;565;Lickilicky;565.jpg;5
566;115;140;130;55;55;40;1;566;Rhyperior;566.jpg;5
567;100;100;125;110;50;50;1;567;Tangrowth;567.jpg;5
568;75;123;67;95;85;95;1;568;Electivire;568.jpg;2
569;75;95;67;125;95;83;1;569;Magmortar;569.jpg;2
570;85;50;95;120;115;80;1;570;Togekiss;570.jpg;4
571;86;76;86;116;56;95;1;571;Yanmega;571.jpg;2
572;65;110;130;60;65;95;1;572;Leafeon;572.jpg;1
573;65;60;110;130;95;65;1;573;Glaceon;573.jpg;4
574;75;95;125;45;75;95;1;574;Gliscor;574.jpg;1
575;110;130;80;70;60;80;1;575;Mamoswine;575.jpg;1
576;85;80;70;135;75;90;1;576;Porygon-Z;576.jpg;2
577;68;125;65;65;115;80;2;577;Gallade;577.jpg;1
578;68;165;95;65;115;110;2;578;Mega Gallade;578.jpg;2
579;60;55;145;75;150;40;1;579;Probopass;579.jpg;5
580;45;100;135;65;135;45;1;580;Dusknoir;580.jpg;5
581;70;80;70;80;70;110;1;581;Froslass;581.jpg;1
582;50;50;77;95;77;91;6;582;Rotom;582.jpg;4
583;50;65;107;105;107;86;6;583;Heat Rotom;583.jpg;4
584;50;65;107;105;107;86;6;584;Wash Rotom;584.jpg;4
585;50;65;107;105;107;86;6;585;Frost Rotom;585.jpg;4
586;50;65;107;105;107;86;6;586;Fan Rotom;586.jpg;4
587;50;65;107;105;107;86;6;587;Mow Rotom;587.jpg;4
588;75;75;130;75;130;95;1;588;Uxie;588.jpg;2
589;80;105;105;105;105;80;1;589;Mesprit;589.jpg;2
590;75;125;70;125;70;115;1;590;Azelf;590.jpg;2
591;100;120;120;150;100;90;2;591;Dialga;591.jpg;2
592;100;100;120;150;120;90;2;592;Origin Forme;592.jpg;2
593;90;120;100;150;120;100;2;593;Palkia;593.jpg;2
594;90;100;100;150;120;120;2;594;Origin Forme;594.jpg;2
595;91;90;106;130;106;77;1;595;Heatran;595.jpg;2
596;110;160;110;80;110;100;1;596;Regigigas;596.jpg;2
597;150;100;120;100;120;90;2;597;Altered Forme;597.jpg;2
598;150;120;100;120;100;90;2;598;Origin Forme;598.jpg;2
599;120;70;110;75;120;85;1;599;Cresselia;599.jpg;2
600;80;80;80;80;80;80;1;600;Phione;600.jpg;4
601;100;100;100;100;100;100;1;601;Manaphy;601.jpg;2
602;70;90;90;135;90;125;1;602;Darkrai;602.jpg;2
603;100;100;100;100;100;100;2;603;Land Forme;603.jpg;2
604;100;103;75;120;75;127;2;604;Sky Forme;604.jpg;2
605;120;120;120;120;120;120;1;605;Arceus;605.jpg;2
606;100;100;100;100;100;100;1;606;Victini;606.jpg;2
607;45;45;55;45;55;63;1;607;Snivy;607.jpg;0
608;60;60;75;60;75;83;1;608;Servine;608.jpg;4
609;75;75;95;75;95;113;1;609;Serperior;609.jpg;2
610;65;63;45;45;45;45;1;610;Tepig;610.jpg;3
611;90;93;55;70;55;55;1;611;Pignite;611.jpg;1
612;110;123;65;100;65;65;1;612;Emboar;612.jpg;2
613;55;55;45;63;45;45;1;613;Oshawott;613.jpg;0
614;75;75;60;83;60;60;1;614;Dewott;614.jpg;4
615;95;100;85;108;70;70;2;615;Samurott;615.jpg;2
616;90;108;80;100;65;85;2;616;Hisuian Samurott;616.jpg;2
617;45;55;39;35;39;42;1;617;Patrat;617.jpg;0
618;60;85;69;60;69;77;1;618;Watchog;618.jpg;1
619;45;60;45;25;45;55;1;619;Lillipup;619.jpg;0
620;65;80;65;35;65;60;1;620;Herdier;620.jpg;1
621;85;110;90;45;90;80;1;621;Stoutland;621.jpg;1
622;41;50;37;50;37;66;1;622;Purrloin;622.jpg;0
623;64;88;50;88;50;106;1;623;Liepard;623.jpg;1
624;50;53;48;53;48;64;1;624;Pansage;624.jpg;0
625;75;98;63;98;63;101;1;625;Simisage;625.jpg;2
626;50;53;48;53;48;64;1;626;Pansear;626.jpg;0
627;75;98;63;98;63;101;1;627;Simisear;627.jpg;2
628;50;53;48;53;48;64;1;628;Panpour;628.jpg;0
629;75;98;63;98;63;101;1;629;Simipour;629.jpg;2
630;76;25;45;67;55;24;1;630;Munna;630.jpg;3
631;116;55;85;107;95;29;1;631;Musharna;631.jpg;5
632;50;55;50;36;30;43;1;632;Pidove;632.jpg;3
633;62;77;62;50;42;65;1;633;Tranquill;633.jpg;1
634;80;115;80;65;55;93;1;634;Unfezant;634.jpg;1
635;45;60;32;50;32;76;1;635;Blitzle;635.jpg;0
636;75;100;63;80;63;116;1;636;Zebstrika;636.jpg;1
637;55;75;85;25;25;15;1;637;Roggenrola;637.jpg;3
638;70;105;105;50;40;20;1;638;Boldore;638.jpg;5
639;85;135;130;60;80;25;1;639;Gigalith;639.jpg;5
640;65;45;43;55;43;72;1;640;Woobat;640.jpg;0
641;67;57;55;77;55;114;1;641;Swoobat;641.jpg;4
642;60;85;40;30;45;68;1;642;Drilbur;642.jpg;0
643;110;135;60;50;65;88;1;643;Excadrill;643.jpg;1
644;103;60;86;60;86;50;2;644;Audino;644.jpg;5
645;103;60;126;80;126;50;2;645;Mega Audino;645.jpg;5
646;75;80;55;25;35;35;1;646;Timburr;646.jpg;3
647;85;105;85;40;50;40;1;647;Gurdurr;647.jpg;5
648;105;140;95;55;65;45;1;648;Conkeldurr;648.jpg;5
649;50;50;40;50;40;64;1;649;Tympole;649.jpg;0
650;75;65;55;65;55;69;1;650;Palpitoad;650.jpg;1
651;105;95;75;85;75;74;1;651;Seismitoad;651.jpg;2
652;120;100;85;30;85;45;1;652;Throh;652.jpg;5
653;75;125;75;30;75;85;1;653;Sawk;653.jpg;1
654;45;53;70;40;60;42;1;654;Sewaddle;654.jpg;3
655;55;63;90;50;80;42;1;655;Swadloon;655.jpg;5
656;75;103;80;70;80;92;1;656;Leavanny;656.jpg;1
657;30;45;59;30;39;57;1;657;Venipede;657.jpg;0
658;40;55;99;40;79;47;1;658;Whirlipede;658.jpg;3
659;60;100;89;55;69;112;1;659;Scolipede;659.jpg;1
660;40;27;60;37;50;66;1;660;Cottonee;660.jpg;0
661;60;67;85;77;75;116;1;661;Whimsicott;661.jpg;4
662;45;35;50;70;50;30;1;662;Petilil;662.jpg;3
663;70;60;75;110;75;90;2;663;Lilligant;663.jpg;4
664;70;105;75;50;75;105;2;664;Hisuian Lilligant;664.jpg;1
665;70;92;65;80;55;98;3;665;Red-Striped Form;665.jpg;1
666;70;92;65;80;55;98;3;666;Blue-Striped Form;666.jpg;1
667;70;92;65;80;55;98;3;667;White-Striped Form;667.jpg;1
668;50;72;35;35;35;65;1;668;Sandile;668.jpg;0
669;60;82;45;45;45;74;1;669;Krokorok;669.jpg;0
670;95;117;80;65;70;92;1;670;Krookodile;670.jpg;1
671;70;90;45;15;45;50;2;671;Darumaka;671.jpg;1
672;70;90;45;15;45;50;2;672;Galarian Darumaka;672.jpg;1
673;105;140;55;30;55;95;4;673;Standard Mode;673.jpg;1
674;105;30;105;140;105;55;4;674;Zen Mode;674.jpg;4
675;105;140;55;30;55;95;4;675;Galarian Standard Mode;675.jpg;1
676;105;160;55;30;55;135;4;676;Galarian Zen Mode;676.jpg;1
677;75;86;67;106;67;60;1;677;Maractus;677.jpg;4
678;50;65;85;35;35;55;1;678;Dwebble;678.jpg;3
679;70;105;125;65;75;45;1;679;Crustle;679.jpg;5
680;50;75;70;35;70;48;1;680;Scraggy;680.jpg;3
681;65;90;115;45;115;58;1;681;Scrafty;681.jpg;5
682;72;58;80;103;80;97;1;682;Sigilyph;682.jpg;4
683;38;30;85;55;65;30;2;683;Yamask;683.jpg;3
684;38;55;85;30;65;30;2;684;Galarian Yamask;684.jpg;3
685;58;50;145;95;105;30;1;685;Cofagrigus;685.jpg;5
686;54;78;103;53;45;22;1;686;Tirtouga;686.jpg;3
687;74;108;133;83;65;32;1;687;Carracosta;687.jpg;5
688;55;112;45;74;45;70;1;688;Archen;688.jpg;1
689;75;140;65;112;65;110;1;689;Archeops;689.jpg;2
690;50;50;62;40;62;65;1;690;Trubbish;690.jpg;0
691;80;95;82;60;82;75;1;691;Garbodor;691.jpg;1
692;40;65;40;80;40;65;2;692;Zorua;692.jpg;0
693;35;60;40;85;40;70;2;693;Hisuian Zorua;693.jpg;0
694;60;105;60;120;60;105;2;694;Zoroark;694.jpg;2
695;60;105;60;120;60;105;2;695;Hisuian Zoroark;695.jpg;2
696;55;50;40;40;40;75;1;696;Minccino;696.jpg;0
697;75;95;60;65;60;115;1;697;Cinccino;697.jpg;1
698;45;30;50;55;65;45;1;698;Gothita;698.jpg;0
699;60;45;70;75;85;55;1;699;Gothorita;699.jpg;4
700;70;55;95;95;110;65;1;700;Gothitelle;700.jpg;4
701;45;30;40;105;50;20;1;701;Solosis;701.jpg;3
702;65;40;50;125;60;30;1;702;Duosion;702.jpg;4
703;110;65;75;125;85;30;1;703;Reuniclus;703.jpg;5
704;62;44;50;44;50;55;1;704;Ducklett;704.jpg;0
705;75;87;63;87;63;98;1;705;Swanna;705.jpg;1
706;36;50;50;65;60;44;1;706;Vanillite;706.jpg;0
707;51;65;65;80;75;59;1;707;Vanillish;707.jpg;4
708;71;95;85;110;95;79;1;708;Vanilluxe;708.jpg;2
709;60;60;50;40;50;75;1;709;Deerling;709.jpg;0
710;80;100;70;60;70;95;1;710;Sawsbuck;710.jpg;1
711;55;75;60;75;60;103;1;711;Emolga;711.jpg;1
712;50;75;45;40;45;60;1;712;Karrablast;712.jpg;0
713;70;135;105;60;105;20;1;713;Escavalier;713.jpg;5
714;69;55;45;55;55;15;1;714;Foongus;714.jpg;0
715;114;85;70;85;80;30;1;715;Amoonguss;715.jpg;5
716;55;40;50;65;85;40;1;716;Frillish;716.jpg;3
717;100;60;70;85;105;60;1;717;Jellicent;717.jpg;4
718;165;75;80;40;45;65;1;718;Alomomola;718.jpg;1
719;50;47;50;57;50;65;1;719;Joltik;719.jpg;0
720;70;77;60;97;60;108;1;720;Galvantula;720.jpg;4
721;44;50;91;24;86;10;1;721;Ferroseed;721.jpg;3
722;74;94;131;54;116;20;1;722;Ferrothorn;722.jpg;5
723;40;55;70;45;60;30;1;723;Klink;723.jpg;3
724;60;80;95;70;85;50;1;724;Klang;724.jpg;5
725;60;100;115;70;85;90;1;725;Klinklang;725.jpg;1
726;35;55;40;45;40;60;1;726;Tynamo;726.jpg;0
727;65;85;70;75;70;40;1;727;Eelektrik;727.jpg;5
728;85;115;80;105;80;50;1;728;Eelektross;728.jpg;5
729;55;55;55;85;55;30;1;729;Elgyem;729.jpg;3
730;75;75;75;125;95;40;1;730;Beheeyem;730.jpg;5
731;50;30;55;65;55;20;1;731;Litwick;731.jpg;3
732;60;40;60;95;60;55;1;732;Lampent;732.jpg;4
733;60;55;90;145;90;80;1;733;Chandelure;733.jpg;4
734;46;87;60;30;40;57;1;734;Axew;734.jpg;3
735;66;117;70;40;50;67;1;735;Fraxure;735.jpg;1
736;76;147;90;60;70;97;1;736;Haxorus;736.jpg;1
737;55;70;40;60;40;40;1;737;Cubchoo;737.jpg;0
738;95;130;80;70;80;50;1;738;Beartic;738.jpg;5
739;80;50;50;95;135;105;1;739;Cryogonal;739.jpg;4
740;50;40;85;40;65;25;1;740;Shelmet;740.jpg;3
741;80;70;40;100;60;145;1;741;Accelgor;741.jpg;4
742;109;66;84;81;99;32;2;742;Stunfisk;742.jpg;5
743;109;81;99;66;84;32;2;743;Galarian Stunfisk;743.jpg;5
744;45;85;50;55;50;65;1;744;Mienfoo;744.jpg;0
745;65;125;60;95;60;105;1;745;Mienshao;745.jpg;1
746;77;120;90;60;90;48;1;746;Druddigon;746.jpg;5
747;59;74;50;35;50;35;1;747;Golett;747.jpg;3
748;89;124;80;55;80;55;1;748;Golurk;748.jpg;5
749;45;85;70;40;40;60;1;749;Pawniard;749.jpg;3
750;65;125;100;60;70;70;1;750;Bisharp;750.jpg;1
751;95;110;95;40;95;55;1;751;Bouffalant;751.jpg;5
752;70;83;50;37;50;60;1;752;Rufflet;752.jpg;0
753;100;123;75;57;75;80;2;753;Braviary;753.jpg;1
754;110;83;70;112;70;65;2;754;Hisuian Braviary;754.jpg;2
755;70;55;75;45;65;60;1;755;Vullaby;755.jpg;1
756;110;65;105;55;95;80;1;756;Mandibuzz;756.jpg;1
757;85;97;66;105;66;65;1;757;Heatmor;757.jpg;2
758;58;109;112;48;48;109;1;758;Durant;758.jpg;1
759;52;65;50;45;50;38;1;759;Deino;759.jpg;3
760;72;85;70;65;70;58;1;760;Zweilous;760.jpg;1
761;92;105;90;125;90;98;1;761;Hydreigon;761.jpg;2
762;55;85;55;50;55;60;1;762;Larvesta;762.jpg;1
763;85;60;65;135;105;100;1;763;Volcarona;763.jpg;4
764;91;90;129;90;72;108;1;764;Cobalion;764.jpg;2
765;91;129;90;72;90;108;1;765;Terrakion;765.jpg;2
766;91;90;72;90;129;108;1;766;Virizion;766.jpg;2
767;79;115;70;125;80;111;2;767;Incarnate Forme;767.jpg;2
768;79;100;80;110;90;121;2;768;Therian Forme;768.jpg;2
769;79;115;70;125;80;111;2;769;Incarnate Forme;769.jpg;2
770;79;105;70;145;80;101;2;770;Therian Forme;770.jpg;2
771;100;120;100;150;120;90;1;771;Reshiram;771.jpg;2
772;100;150;120;120;100;90;1;772;Zekrom;772.jpg;2
773;89;125;90;115;80;101;2;773;Incarnate Forme;773.jpg;2
774;89;145;90;105;80;91;2;774;Therian Forme;774.jpg;2
775;125;130;90;130;90;95;3;775;Kyurem;775.jpg;2
776;125;120;90;170;100;95;3;776;White Kyurem;776.jpg;2
777;125;170;100;120;90;95;3;777;Black Kyurem;777.jpg;2
778;91;72;90;129;90;108;2;778;Ordinary Form;778.jpg;2
779;91;72;90;129;90;108;2;779;Resolute Form;779.jpg;2
780;100;77;77;128;128;90;2;780;Aria Forme;780.jpg;2
781;100;128;90;77;77;128;2;781;Pirouette Forme;781.jpg;2
782;71;120;95;120;95;99;1;782;Genesect;782.jpg;2
783;56;61;65;48;45;38;1;783;Chespin;783.jpg;3
784;61;78;95;56;58;57;1;784;Quilladin;784.jpg;1
785;88;107;122;74;75;64;1;785;Chesnaught;785.jpg;5
786;40;45;40;62;60;60;1;786;Fennekin;786.jpg;0
787;59;59;58;90;70;73;1;787;Braixen;787.jpg;4
788;75;69;72;114;100;104;1;788;Delphox;788.jpg;4
789;41;56;40;62;44;71;1;789;Froakie;789.jpg;0
790;54;63;52;83;56;97;1;790;Frogadier;790.jpg;4
791;72;95;67;103;71;122;2;791;Greninja;791.jpg;2
792;72;145;67;153;71;132;2;792;Ash-Greninja;792.jpg;2
793;38;36;38;32;36;57;1;793;Bunnelby;793.jpg;0
794;85;56;77;50;77;78;1;794;Diggersby;794.jpg;1
795;45;50;43;40;38;62;1;795;Fletchling;795.jpg;0
796;62;73;55;56;52;84;1;796;Fletchinder;796.jpg;1
797;78;81;71;74;69;126;1;797;Talonflame;797.jpg;1
798;38;35;40;27;25;35;1;798;Scatterbug;798.jpg;3
799;45;22;60;27;30;29;1;799;Spewpa;799.jpg;3
800;80;52;50;90;50;89;1;800;Vivillon;800.jpg;4
801;62;50;58;73;54;72;1;801;Litleo;801.jpg;4
802;86;68;72;109;66;106;1;802;Pyroar;802.jpg;4
803;44;38;39;61;79;42;1;803;Flabébé;803.jpg;0
804;54;45;47;75;98;52;1;804;Floette;804.jpg;4
805;78;65;68;112;154;75;1;805;Florges;805.jpg;4
806;66;65;48;62;57;52;1;806;Skiddo;806.jpg;0
807;123;100;62;97;81;68;1;807;Gogoat;807.jpg;2
808;67;82;62;46;48;43;1;808;Pancham;808.jpg;3
809;95;124;78;69;71;58;1;809;Pangoro;809.jpg;1
810;75;80;60;65;90;102;1;810;Furfrou;810.jpg;1
811;62;48;54;63;60;68;1;811;Espurr;811.jpg;0
812;74;48;76;83;81;104;2;812;Male;812.jpg;4
813;74;48;76;83;81;104;2;813;Female;813.jpg;4
814;45;80;100;35;37;28;1;814;Honedge;814.jpg;3
815;59;110;150;45;49;35;1;815;Doublade;815.jpg;5
816;60;50;140;50;140;60;2;816;Shield Forme;816.jpg;5
817;60;140;50;140;50;60;2;817;Blade Forme;817.jpg;2
818;78;52;60;63;65;23;1;818;Spritzee;818.jpg;3
819;101;72;72;99;89;29;1;819;Aromatisse;819.jpg;5
820;62;48;66;59;57;49;1;820;Swirlix;820.jpg;3
821;82;80;86;85;75;72;1;821;Slurpuff;821.jpg;4
822;53;54;53;37;46;45;1;822;Inkay;822.jpg;3
823;86;92;88;68;75;73;1;823;Malamar;823.jpg;1
824;42;52;67;39;56;50;1;824;Binacle;824.jpg;3
825;72;105;115;54;86;68;1;825;Barbaracle;825.jpg;1
826;50;60;60;60;60;30;1;826;Skrelp;826.jpg;3
827;65;75;90;97;123;44;1;827;Dragalge;827.jpg;5
828;50;53;62;58;63;44;1;828;Clauncher;828.jpg;3
829;71;73;88;120;89;59;1;829;Clawitzer;829.jpg;4
830;44;38;33;61;43;70;1;830;Helioptile;830.jpg;0
831;62;55;52;109;94;109;1;831;Heliolisk;831.jpg;4
832;58;89;77;45;45;48;1;832;Tyrunt;832.jpg;3
833;82;121;119;69;59;71;1;833;Tyrantrum;833.jpg;1
834;77;59;50;67;63;46;1;834;Amaura;834.jpg;4
835;123;77;72;99;92;58;1;835;Aurorus;835.jpg;2
836;95;65;65;110;130;60;1;836;Sylveon;836.jpg;4
837;78;92;75;74;63;118;1;837;Hawlucha;837.jpg;1
838;67;58;57;81;67;101;1;838;Dedenne;838.jpg;4
839;50;50;150;50;150;50;1;839;Carbink;839.jpg;5
840;45;50;35;55;75;40;1;840;Goomy;840.jpg;0
841;68;75;53;83;113;60;2;841;Sliggoo;841.jpg;4
842;58;75;83;83;113;40;2;842;Hisuian Sliggoo;842.jpg;5
843;90;100;70;110;150;80;2;843;Goodra;843.jpg;2
844;80;100;100;110;150;60;2;844;Hisuian Goodra;844.jpg;2
845;57;80;91;80;87;75;1;845;Klefki;845.jpg;4
846;43;70;48;50;60;38;1;846;Phantump;846.jpg;3
847;85;110;76;65;82;56;1;847;Trevenant;847.jpg;5
848;49;66;70;44;55;51;4;848;Pumpkaboo (Average Size);848.jpg;3
849;44;66;70;44;55;56;4;849;Pumpkaboo (Small Size);849.jpg;3
850;54;66;70;44;55;46;4;850;Pumpkaboo (Large Size);850.jpg;3
851;59;66;70;44;55;41;4;851;Pumpkaboo (Super Size);851.jpg;3
852;65;90;122;58;75;84;4;852;Gourgeist (Average Size);852.jpg;1
853;55;85;122;58;75;99;4;853;Gourgeist (Small Size);853.jpg;1
854;75;95;122;58;75;69;4;854;Gourgeist (Large Size);854.jpg;1
855;85;100;122;58;75;54;4;855;Gourgeist (Super Size);855.jpg;5
856;55;69;85;32;35;28;1;856;Bergmite;856.jpg;3
857;95;117;184;44;46;28;2;857;Avalugg;857.jpg;5
858;95;127;184;34;36;38;2;858;Hisuian Avalugg;858.jpg;5
859;40;30;35;45;40;55;1;859;Noibat;859.jpg;0
860;85;70;80;97;80;123;1;860;Noivern;860.jpg;4
861;126;131;95;131;98;99;1;861;Xerneas;861.jpg;2
